,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,OverallQual,OverallCond,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalFinishedBsmtSF,TotalFinishedBsmtSF_BsmtQual_Interaction,TotalFullBaths,TotalHalfBaths,HouseAge,YearsSinceRemodel,TotalPorchArea
81,120,2,32.0,4500,1,0,3,3,1,1,2,Mitchel,6,5,2,443.0,3,4,5,4,0.0,5.0,0,36,1237,6,5,1,5,1337,0,0,1337,2,1,3,5,5.0,0,0,5.0,1998.0,3.0,2,405,3,3,2,0,0,0,0,0,3,2006,5.0,5,153500,1201,6005,3,0,8,8,199
82,20,3,78.0,10206,1,0,3,3,1,2,2,Somerst,8,5,3,468.0,3,3,4,3,0.0,5.0,0,1530,1563,6,5,1,5,1563,0,0,1563,3,1,4,6,5.0,1,4,5.0,2007.0,2.0,3,758,3,3,2,0,0,0,0,0,10,2008,5.0,5,245000,33,132,2,0,1,1,243
83,20,3,80.0,8892,1,0,2,3,1,2,2,NAmes,5,5,1,66.0,3,3,3,3,0.0,0.0,0,1065,1065,6,4,1,5,1065,0,0,1065,3,1,3,6,5.0,0,0,4.0,1974.0,1.0,2,461,3,3,2,0,0,0,0,0,7,2007,3.0,5,126500,0,0,1,1,47,47,74
84,80,3,65.0,8530,1,0,2,3,1,2,2,Gilbert,7,5,2,22.0,3,3,4,3,0.0,0.0,0,384,384,6,4,1,5,804,670,0,1474,3,1,3,7,5.0,1,3,3.0,1995.0,3.0,2,400,3,3,2,0,0,0,1,1,5,2009,5.0,5,168500,0,0,2,1,14,13,192
85,60,3,121.0,16059,1,0,3,3,1,3,2,NoRidge,8,5,2,284.0,4,3,4,3,0.0,0.0,0,1288,1288,6,5,1,5,1301,1116,0,2417,4,1,4,9,5.0,1,3,5.0,1991.0,1.0,2,462,3,3,2,0,0,0,0,0,4,2006,5.0,5,260000,0,0,2,1,15,14,209
86,60,3,122.0,11911,1,0,1,3,1,2,2,Gilbert,6,5,2,0.0,4,3,4,3,2.0,0.0,0,684,684,6,5,1,5,684,876,0,1560,3,1,4,6,5.0,1,4,3.0,2005.0,3.0,2,400,3,3,2,0,0,0,0,0,3,2009,5.0,5,174000,0,0,2,1,4,4,138
87,160,4,40.0,3951,1,2,3,3,1,3,2,Somerst,6,5,3,76.0,4,3,4,3,2.0,0.0,0,612,612,6,5,1,5,612,612,0,1224,2,1,4,4,5.0,0,0,4.0,2009.0,2.0,2,528,3,3,2,0,0,0,0,0,6,2009,4.0,0,164500,0,0,2,1,0,0,234
88,50,0,105.0,8470,1,0,2,3,1,3,2,IDOTRR,3,2,2,0.0,2,2,3,2,0.0,0.0,0,1013,1013,6,3,0,5,1013,0,513,1526,2,1,2,6,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,10,2009,2.0,4,85000,0,0,1,0,94,27,156
89,20,3,60.0,8070,1,0,3,3,1,2,2,CollgCr,4,5,2,0.0,3,3,4,3,0.0,5.0,0,402,990,6,5,1,5,990,0,0,990,3,1,3,5,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,8,2007,5.0,5,123600,588,2352,2,0,13,12,0
90,20,3,60.0,7200,1,0,3,3,1,2,2,NAmes,4,5,2,0.0,3,3,0,0,0.0,0.0,0,0,0,6,3,1,4,1040,0,0,1040,2,1,3,4,5.0,0,0,4.0,1950.0,1.0,2,420,3,3,2,0,0,0,0,0,7,2006,5.0,5,109900,0,0,1,0,56,56,29
91,20,3,85.0,8500,1,0,3,3,1,2,2,NAmes,5,3,1,203.0,3,3,3,3,0.0,2.0,0,635,1235,6,3,1,5,1235,0,0,1235,2,1,3,6,5.0,0,0,5.0,1961.0,1.0,2,480,3,3,2,0,0,2,0,0,12,2006,5.0,4,98600,600,1800,1,0,45,45,0
92,30,3,80.0,13360,1,1,2,2,1,2,2,Crawfor,5,7,2,0.0,3,4,4,3,0.0,4.0,0,163,876,6,5,1,5,964,0,0,964,2,1,3,5,5.0,0,0,4.0,1921.0,1.0,2,432,3,3,2,0,0,0,0,0,8,2009,5.0,5,163500,713,2852,2,0,88,3,44
93,190,0,60.0,7200,1,0,3,3,1,3,2,OldTown,6,6,2,0.0,3,3,3,2,1.0,2.0,0,168,1214,5,5,0,5,1260,1031,0,2291,4,2,3,9,5.0,1,4,4.0,1900.0,1.0,2,506,3,3,2,0,0,0,0,0,11,2007,5.0,5,133900,1046,3138,2,1,97,9,99
94,60,3,69.0,9337,1,0,2,3,1,2,2,CollgCr,6,5,2,0.0,3,4,4,3,0.0,5.0,0,176,824,6,5,1,5,905,881,0,1786,3,1,4,7,5.0,0,0,5.0,1997.0,2.0,2,684,3,3,2,0,0,0,0,0,5,2007,5.0,5,204750,648,2592,3,1,10,10,162
95,60,3,65.0,9765,1,0,1,3,1,3,2,Gilbert,6,8,2,68.0,5,4,4,4,0.0,4.0,0,370,680,6,4,1,5,680,790,0,1470,3,1,3,6,5.0,1,3,3.0,1993.0,3.0,2,420,3,3,2,0,0,0,1,1,4,2009,5.0,5,185000,310,1240,2,1,16,16,295
96,20,3,78.0,10264,1,0,2,3,1,2,2,CollgCr,7,5,2,183.0,4,3,4,3,2.0,4.0,0,426,1588,6,5,1,5,1588,0,0,1588,3,1,4,6,5.0,0,0,5.0,1999.0,2.0,2,472,3,3,2,0,0,0,0,0,8,2006,5.0,5,214000,1162,4648,2,0,7,7,187
97,20,3,73.0,10921,1,0,3,2,1,2,2,Edwards,4,5,2,48.0,3,3,3,3,0.0,2.0,0,440,960,6,3,1,3,960,0,0,960,3,1,3,6,5.0,0,0,5.0,1965.0,3.0,1,432,3,3,1,0,0,0,0,0,5,2007,5.0,5,94750,520,1560,2,0,42,42,120
98,30,3,85.0,10625,1,0,3,3,1,3,2,Edwards,5,5,2,0.0,3,3,3,3,0.0,4.0,0,350,458,6,2,0,5,835,0,0,835,2,1,3,5,5.0,0,0,0.0,1920.0,1.0,1,366,2,3,2,0,0,0,1,1,5,2010,3.0,4,83000,108,324,1,0,90,60,77
99,20,3,77.0,9320,1,0,2,3,1,2,2,NAmes,4,5,2,0.0,3,3,3,3,0.0,4.0,0,381,950,6,2,1,5,1225,0,0,1225,3,1,3,6,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1,1,1,2010,5.0,5,128950,569,1707,2,1,51,51,352
100,20,3,80.0,10603,1,0,2,3,1,2,2,NWAmes,6,7,2,28.0,3,3,3,3,1.0,4.0,0,410,1610,6,4,1,5,1610,0,0,1610,3,1,4,6,5.0,2,3,5.0,1977.0,2.0,2,480,3,3,2,0,0,0,0,0,2,2010,5.0,5,205000,1200,3600,3,0,33,9,236
101,60,3,77.0,9206,1,0,3,3,1,2,2,SawyerW,6,5,2,336.0,4,3,4,3,0.0,0.0,0,741,741,6,3,1,5,977,755,0,1732,3,1,4,7,5.0,1,3,5.0,1985.0,3.0,2,476,3,3,2,0,0,0,0,0,6,2010,5.0,5,178000,0,0,2,1,25,25,238
102,90,3,64.0,7018,1,0,3,1,1,2,2,SawyerW,5,5,2,0.0,3,2,0,0,0.0,0.0,0,0,0,6,3,1,5,1535,0,0,1535,4,2,3,8,5.0,0,0,5.0,1979.0,1.0,2,410,3,3,2,0,0,0,0,0,6,2009,5.0,2,118964,0,0,2,0,30,30,0
103,20,3,94.0,10402,1,0,2,3,1,3,2,CollgCr,7,5,2,0.0,3,3,4,3,0.0,0.0,0,1226,1226,6,5,1,5,1226,0,0,1226,3,1,4,6,5.0,0,0,5.0,2009.0,2.0,3,740,3,3,2,0,0,0,0,0,5,2010,5.0,5,198900,0,0,2,0,1,1,36
104,50,2,60.0,7758,1,0,3,3,1,3,2,IDOTRR,7,4,2,600.0,3,2,3,3,0.0,1.0,0,816,1040,6,5,1,3,1226,592,0,1818,4,1,3,7,5.0,2,3,4.0,1951.0,1.0,1,240,3,3,2,0,0,0,0,0,6,2007,5.0,5,169500,224,672,1,1,76,57,184
105,60,4,75.0,9375,1,0,3,3,1,2,2,Somerst,8,5,2,768.0,4,3,5,3,0.0,0.0,0,1053,1053,6,5,1,5,1053,939,0,1992,3,1,4,9,5.0,1,4,5.0,2003.0,2.0,2,648,3,3,2,0,0,0,0,0,8,2008,5.0,5,250000,0,0,2,1,5,4,185
106,30,2,60.0,10800,1,1,3,3,1,2,2,OldTown,4,7,2,0.0,3,3,2,3,0.0,0.0,0,641,641,6,4,1,5,1047,0,0,1047,2,1,3,6,5.0,0,0,4.0,1954.0,1.0,1,273,2,2,0,0,0,0,1,1,8,2007,5.0,5,100000,0,0,1,0,122,12,0
107,20,2,50.0,6000,1,0,3,3,1,2,2,OldTown,5,5,2,0.0,3,3,3,3,0.0,4.0,3,516,789,6,5,1,5,789,0,0,789,2,1,3,5,5.0,0,0,4.0,1948.0,1.0,1,250,3,3,2,0,0,0,0,0,4,2008,5.0,0,115000,273,819,1,0,60,58,0
108,50,2,85.0,8500,1,0,3,3,1,3,2,IDOTRR,5,7,2,0.0,3,3,3,3,0.0,0.0,0,793,793,5,3,0,3,997,520,0,1517,3,1,2,7,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,2007,5.0,5,115000,0,0,2,0,88,2,144
109,20,3,105.0,11751,1,0,2,3,1,2,2,NWAmes,6,6,2,480.0,3,3,4,3,0.0,3.0,0,1139,1844,6,5,1,5,1844,0,0,1844,3,1,3,7,5.0,1,3,5.0,1977.0,2.0,2,546,3,3,2,0,0,3,0,0,1,2010,3.0,5,190000,705,2820,2,0,33,33,122
110,50,3,75.0,9525,1,0,3,3,1,2,2,Edwards,6,4,2,0.0,3,3,3,2,0.0,2.0,0,550,994,6,4,1,5,1216,639,0,1855,4,1,3,7,5.0,0,0,5.0,1954.0,1.0,1,325,3,3,2,0,0,0,0,0,10,2006,5.0,5,136900,444,1332,2,0,52,34,182
111,80,3,65.0,7750,1,0,2,3,1,2,2,Gilbert,7,5,2,0.0,3,3,4,3,0.0,5.0,0,134,384,6,5,1,5,774,656,0,1430,3,1,3,7,5.0,1,3,3.0,2000.0,3.0,2,400,3,3,2,0,0,0,0,0,4,2010,5.0,5,180000,250,1000,2,1,10,10,180
112,60,3,77.0,9965,1,0,3,3,1,2,2,CollgCr,7,5,3,220.0,4,3,5,3,2.0,5.0,0,280,1264,6,5,1,5,1282,1414,0,2696,4,1,5,10,5.0,1,4,3.0,2007.0,3.0,3,792,3,3,2,0,0,0,0,0,10,2007,4.0,0,383970,984,4920,3,1,0,0,472
113,20,3,74.0,21000,1,0,3,1,1,3,2,Crawfor,6,5,2,184.0,3,4,4,3,1.0,4.0,1,905,1809,6,3,1,5,2259,0,0,2259,3,1,4,7,5.0,2,4,0.0,1953.0,1.0,2,450,3,3,2,0,0,3,0,0,10,2007,3.0,4,217000,904,3616,3,0,54,54,478
114,70,3,61.0,7259,1,0,2,3,1,2,1,Crawfor,6,8,2,0.0,3,3,3,3,0.0,4.0,2,104,1028,6,5,1,5,1436,884,0,2320,3,1,4,9,5.0,1,3,4.0,1945.0,1.0,1,180,3,3,2,0,0,3,0,0,7,2007,5.0,5,259500,924,2772,3,1,62,5,224
115,160,4,34.0,3230,1,2,3,3,1,3,2,Somerst,6,5,2,1129.0,3,3,4,3,0.0,5.0,0,310,729,6,4,1,5,729,729,0,1458,2,1,3,5,5.0,1,2,4.0,1999.0,1.0,2,440,3,3,2,0,0,0,0,0,6,2007,5.0,5,176000,419,1676,2,1,8,8,32
116,20,3,71.0,11616,1,0,3,3,1,2,2,Sawyer,5,5,2,116.0,3,3,3,3,0.0,1.0,3,252,1092,6,3,1,5,1092,0,0,1092,3,1,3,6,5.0,1,1,5.0,1962.0,1.0,1,288,3,3,2,0,0,0,0,0,9,2009,5.0,5,139000,840,2520,1,1,47,47,164
117,20,3,74.0,8536,1,0,3,3,1,3,2,Edwards,5,5,2,0.0,3,3,4,3,0.0,0.0,0,1125,1125,6,4,1,5,1125,0,0,1125,2,1,3,5,5.0,0,0,5.0,2007.0,1.0,2,430,3,3,2,0,0,0,0,0,4,2007,4.0,0,155000,0,0,1,1,1,0,144
118,60,3,90.0,12376,1,0,3,3,1,3,2,SawyerW,7,5,2,0.0,3,3,4,3,1.0,5.0,0,203,1673,6,4,1,5,1699,1523,0,3222,5,1,4,11,5.0,2,3,5.0,1990.0,1.0,3,594,3,3,2,0,0,0,0,0,5,2010,5.0,5,320000,1470,5880,4,0,20,20,367
119,60,3,65.0,8461,1,0,3,3,1,2,2,CollgCr,6,5,2,0.0,4,3,4,3,0.0,0.0,0,728,728,6,5,1,5,728,728,0,1456,3,1,4,8,5.0,1,4,5.0,2005.0,3.0,2,390,3,3,2,0,0,0,0,0,7,2006,4.0,0,163990,0,0,2,1,1,0,24
120,80,3,80.0,21453,1,0,2,0,1,4,0,ClearCr,6,5,2,0.0,3,3,3,3,3.0,4.0,0,0,938,6,5,1,5,988,0,0,988,1,1,3,4,5.0,2,3,5.0,1969.0,1.0,2,540,3,3,2,0,0,0,0,0,10,2006,5.0,5,180000,938,2814,2,0,37,37,260
121,50,2,50.0,6060,1,0,3,3,1,2,2,IDOTRR,4,5,2,0.0,3,3,3,3,0.0,0.0,0,732,732,6,4,1,5,772,351,0,1123,3,1,3,4,5.0,0,0,4.0,1979.0,1.0,1,264,3,3,1,0,0,3,0,0,6,2007,5.0,5,100000,0,0,1,0,68,57,140
122,20,3,75.0,9464,1,0,3,3,1,3,2,NAmes,6,7,2,135.0,3,4,3,3,0.0,3.0,0,510,1080,6,4,1,5,1080,0,0,1080,3,1,3,5,5.0,0,0,5.0,1958.0,1.0,1,288,3,3,2,0,0,0,0,0,6,2008,5.0,5,136000,570,1710,1,0,50,50,130
123,120,3,55.0,7892,1,0,3,3,1,2,2,SawyerW,6,5,2,0.0,4,3,4,3,0.0,5.0,0,899,1199,6,5,1,5,1199,0,0,1199,2,1,4,5,5.0,0,0,5.0,1993.0,2.0,2,530,3,3,2,0,0,0,0,0,3,2008,5.0,5,153900,300,1200,2,0,15,15,63
124,20,3,48.0,17043,1,0,2,3,1,4,2,NWAmes,6,5,2,0.0,3,4,4,2,0.0,0.0,0,1362,1362,6,3,1,5,1586,0,0,1586,3,1,3,7,5.0,1,3,5.0,1979.0,1.0,2,435,3,3,2,0,0,0,0,0,1,2009,5.0,5,181000,0,0,2,0,30,11,192
125,190,2,60.0,6780,1,0,3,3,1,2,2,IDOTRR,6,8,2,0.0,3,2,3,3,2.0,5.0,0,30,520,6,4,0,5,520,0,234,754,2,1,3,5,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,2006,5.0,5,84500,490,1470,2,0,71,24,53
126,120,3,24.0,4928,1,0,2,3,1,2,2,NPkVill,6,5,2,0.0,3,3,4,3,0.0,4.0,0,958,1078,6,3,1,5,958,0,0,958,2,1,3,5,5.0,1,3,5.0,1977.0,2.0,2,440,3,3,2,0,0,0,0,0,2,2007,5.0,5,128000,120,480,2,0,31,31,205
127,45,2,55.0,4388,1,0,2,1,1,2,2,OldTown,5,7,2,0.0,3,4,3,3,0.0,1.0,0,556,672,6,5,1,5,840,0,0,840,3,1,3,5,5.0,1,3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,2007,5.0,5,87000,116,348,1,0,77,57,0
128,60,3,69.0,7590,1,0,3,3,1,2,2,NAmes,6,5,2,266.0,3,3,3,3,0.0,3.0,0,148,660,6,3,1,5,660,688,0,1348,3,1,3,6,5.0,1,2,5.0,1966.0,2.0,2,453,3,3,2,0,0,0,0,0,7,2006,5.0,5,155000,512,1536,1,1,40,40,296
129,20,3,69.0,8973,1,0,3,3,1,2,2,NAmes,5,7,2,85.0,3,3,3,3,0.0,2.0,3,413,1008,6,3,1,4,1053,0,0,1053,3,1,5,6,5.0,0,0,2.0,1998.0,2.0,2,750,3,3,2,0,0,1,0,0,7,2006,5.0,4,150000,595,1785,1,2,48,15,260
130,60,3,88.0,14200,1,0,3,3,1,3,2,NAmes,7,6,2,309.0,3,3,3,3,0.0,2.0,0,479,924,6,5,1,5,1216,941,0,2157,4,1,4,8,5.0,2,4,5.0,1966.0,3.0,2,487,3,3,2,0,0,4,0,0,5,2006,5.0,5,226000,445,1335,2,1,40,40,171
131,60,3,65.0,12224,1,0,2,3,1,3,2,Gilbert,6,5,2,40.0,4,3,4,3,0.0,5.0,0,297,992,6,5,1,5,1022,1032,0,2054,3,1,4,7,5.0,1,3,3.0,2000.0,2.0,2,390,3,3,2,0,0,0,0,0,7,2009,5.0,5,244000,695,2780,3,1,9,9,72
132,20,3,75.0,7388,1,0,3,3,1,3,2,NAmes,5,6,2,0.0,3,3,3,3,0.0,2.0,0,658,1063,6,4,1,5,1327,0,0,1327,3,1,4,7,5.0,0,0,4.0,1974.0,1.0,2,624,3,3,2,0,0,0,0,0,7,2007,5.0,5,150750,405,1215,2,0,48,5,0
133,20,3,85.0,6853,1,0,2,3,1,2,2,Timber,8,5,2,136.0,4,3,5,3,0.0,5.0,0,262,1267,6,5,1,5,1296,0,0,1296,2,1,4,6,5.0,0,0,5.0,2001.0,3.0,2,471,3,3,2,0,0,0,0,0,6,2009,5.0,5,220000,1005,5025,3,0,8,7,217
134,20,3,78.0,10335,1,0,2,3,1,2,2,Sawyer,5,6,2,0.0,3,3,3,3,0.0,2.0,0,891,1461,6,4,1,5,1721,0,0,1721,3,1,3,7,4.0,1,3,5.0,1968.0,2.0,2,440,3,3,2,0,0,3,0,0,7,2006,5.0,5,180000,570,1710,2,1,38,13,276
135,20,3,80.0,10400,1,0,3,3,1,2,2,NWAmes,7,6,2,288.0,3,3,3,3,0.0,0.0,0,1304,1304,6,4,1,5,1682,0,0,1682,3,1,3,7,5.0,1,4,5.0,1970.0,1.0,2,530,3,3,2,0,0,3,0,0,5,2008,5.0,5,174000,0,0,2,0,38,38,98
136,20,3,73.0,10355,1,0,2,3,1,3,2,NAmes,5,5,2,196.0,3,3,3,3,0.0,3.0,0,519,1214,6,3,1,5,1214,0,0,1214,3,1,3,5,5.0,1,2,5.0,1967.0,2.0,1,318,3,3,2,0,0,0,0,0,7,2007,5.0,5,143000,695,2085,2,0,40,40,111
137,90,3,82.0,11070,1,0,3,3,1,2,2,Mitchel,7,5,2,70.0,3,3,3,3,0.0,0.0,0,1907,1907,6,4,1,5,1959,0,0,1959,5,2,3,9,5.0,0,0,2.0,1989.0,1.0,3,766,3,3,2,0,0,0,0,0,7,2006,5.0,1,171000,0,0,3,0,18,17,0
138,60,3,73.0,9066,1,0,2,3,1,2,2,CollgCr,8,5,2,320.0,4,3,4,3,1.0,5.0,0,336,1004,6,5,1,5,1004,848,0,1852,3,1,4,7,5.0,2,3,5.0,1999.0,3.0,3,660,3,3,2,0,0,4,0,0,12,2008,5.0,5,230000,668,2672,2,1,9,8,330
139,60,3,65.0,15426,1,0,2,3,1,2,2,CollgCr,6,5,2,0.0,3,3,4,3,0.0,5.0,0,107,928,6,5,1,5,928,836,0,1764,3,1,4,7,5.0,0,0,5.0,1997.0,2.0,2,470,3,3,2,0,0,3,0,0,8,2009,5.0,5,231500,821,3284,3,1,12,12,375
140,20,3,70.0,10500,1,0,3,3,1,1,2,NAmes,4,5,2,0.0,3,3,3,3,0.0,4.0,0,432,864,6,3,1,5,864,0,0,864,3,1,3,5,5.0,1,1,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,4,2010,1.0,5,115000,432,1296,1,0,39,39,0
141,20,3,78.0,11645,1,0,3,3,1,2,2,CollgCr,7,5,2,0.0,4,3,4,3,2.0,5.0,0,434,1734,6,5,1,5,1734,0,0,1734,3,1,4,7,5.0,0,0,5.0,2005.0,3.0,2,660,3,3,2,0,0,0,0,0,1,2006,5.0,5,260000,1300,5200,3,0,1,1,184
142,50,3,71.0,8520,1,0,3,3,1,3,2,NAmes,5,4,2,0.0,3,2,3,3,0.0,2.0,0,403,910,6,2,1,5,910,475,0,1385,4,1,3,6,5.0,0,0,4.0,2000.0,1.0,2,720,3,3,2,0,0,3,0,0,6,2010,5.0,5,166000,507,1521,2,0,58,58,0
143,20,3,78.0,10335,1,0,2,3,1,2,2,CollgCr,7,5,2,183.0,4,3,4,3,3.0,5.0,0,811,1490,6,5,1,5,1501,0,0,1501,3,1,4,6,5.0,0,0,5.0,1999.0,2.0,2,577,3,3,2,0,0,0,0,0,6,2009,5.0,5,204000,679,2716,3,0,10,10,173
144,90,2,70.0,9100,1,0,3,3,1,2,2,Sawyer,5,5,2,336.0,3,3,3,3,0.0,2.0,0,396,1728,6,3,1,5,1728,0,0,1728,6,2,3,10,5.0,0,0,4.0,1963.0,1.0,2,504,3,3,2,0,0,0,0,0,11,2006,1.0,4,125000,1332,3996,3,0,43,43,0
145,160,2,24.0,2522,1,0,3,3,1,2,2,Edwards,6,5,3,50.0,4,3,4,3,0.0,0.0,0,970,970,6,5,1,5,970,739,0,1709,3,1,4,7,1.0,0,0,4.0,2004.0,1.0,2,380,3,3,2,0,0,0,0,0,4,2006,5.0,5,130000,0,0,2,0,2,0,40
146,30,2,51.0,6120,1,0,3,3,1,3,2,BrkSide,5,7,2,0.0,3,3,3,3,0.0,3.0,0,506,715,6,3,1,4,875,0,0,875,2,1,3,5,5.0,0,0,4.0,1931.0,1.0,1,180,2,3,2,0,0,0,0,0,11,2009,5.0,5,105000,209,627,2,0,78,16,48
147,60,3,65.0,9505,1,0,2,3,1,4,2,Gilbert,7,5,2,180.0,4,3,4,3,0.0,0.0,0,884,884,6,5,1,5,884,1151,0,2035,3,1,4,8,5.0,1,4,3.0,2001.0,3.0,2,434,3,3,2,0,0,0,0,0,5,2010,5.0,5,222500,0,0,2,1,9,9,192
148,20,3,63.0,7500,1,0,3,3,1,2,2,SawyerW,7,5,2,120.0,3,3,4,3,0.0,5.0,0,400,1080,6,5,1,5,1080,0,0,1080,3,1,4,6,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,4,2008,5.0,5,141000,680,2720,2,0,4,3,0
149,50,2,52.0,6240,1,0,3,3,1,2,2,BrkSide,5,4,2,0.0,3,3,4,3,0.0,0.0,0,896,896,6,4,1,4,896,448,0,1344,3,1,3,7,5.0,0,0,4.0,1936.0,1.0,1,240,2,3,2,0,0,0,0,0,4,2006,5.0,5,115000,0,0,1,0,70,56,314
150,20,3,120.0,10356,1,0,3,3,1,3,2,CollgCr,5,6,2,0.0,3,3,3,3,2.0,3.0,0,253,969,6,3,1,5,969,0,0,969,3,1,3,5,5.0,0,0,5.0,1975.0,1.0,2,440,3,3,2,0,0,3,0,0,1,2007,5.0,5,122000,716,2148,1,1,32,32,0
151,20,3,107.0,13891,1,0,3,3,1,2,2,NridgHt,8,5,3,436.0,4,3,5,3,3.0,5.0,0,310,1710,6,5,1,5,1710,0,0,1710,2,1,4,6,5.0,1,4,5.0,2007.0,2.0,3,866,3,3,2,0,0,0,0,0,1,2008,4.0,0,372402,1400,7000,3,0,1,0,102
152,60,3,80.0,14803,1,0,2,3,1,4,2,NWAmes,6,5,2,252.0,3,3,3,3,0.0,2.0,0,409,825,6,4,1,5,1097,896,0,1993,4,1,3,8,5.0,1,4,5.0,1971.0,2.0,2,495,3,3,2,0,0,2,0,0,6,2006,5.0,5,190000,416,1248,2,1,35,35,66
153,20,3,80.0,13500,1,0,3,3,1,2,2,ClearCr,6,7,2,0.0,3,3,4,3,3.0,3.0,4,93,1602,6,4,1,5,1252,0,0,1252,1,1,3,4,5.0,1,4,5.0,1960.0,2.0,2,564,3,3,2,0,0,0,0,0,3,2008,5.0,5,235000,1509,6036,2,0,48,33,409
154,30,2,84.0,11340,1,0,3,3,1,3,2,OldTown,6,5,2,0.0,3,3,3,3,0.0,0.0,0,1200,1200,6,3,1,4,1200,0,0,1200,4,1,3,7,5.0,0,0,4.0,1923.0,1.0,1,312,2,2,2,0,0,0,0,0,3,2006,5.0,1,125000,0,0,1,0,83,56,228
155,50,3,60.0,9600,1,0,3,3,1,3,2,Edwards,6,5,2,0.0,3,3,3,3,0.0,0.0,0,572,572,4,2,0,3,572,524,0,1096,2,1,3,5,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,2008,5.0,5,79000,0,0,1,0,84,58,136
156,20,3,60.0,7200,1,0,3,3,1,2,2,NAmes,5,7,2,0.0,3,3,0,0,0.0,0.0,0,0,0,6,3,1,3,1040,0,0,1040,2,1,3,5,5.0,0,0,4.0,1950.0,1.0,2,625,3,3,2,0,0,0,0,0,6,2006,5.0,5,109500,0,0,1,0,56,56,0
157,60,3,92.0,12003,1,0,3,3,1,3,2,Timber,8,5,2,84.0,4,3,5,3,0.0,0.0,0,774,774,6,5,1,5,774,1194,0,1968,4,1,5,8,5.0,1,4,3.0,2009.0,3.0,3,680,3,3,2,0,0,0,0,0,5,2010,4.0,0,269500,0,0,2,1,1,0,75
158,60,4,100.0,12552,1,0,3,3,1,3,2,Somerst,7,5,2,0.0,4,3,4,3,0.0,5.0,0,769,991,6,5,1,5,991,956,0,1947,3,1,4,8,5.0,1,4,5.0,2004.0,2.0,2,678,3,3,2,0,0,2,0,0,5,2010,5.0,5,254900,222,888,2,1,6,5,136
159,60,3,134.0,19378,1,0,2,2,1,3,2,Gilbert,7,5,2,456.0,4,3,4,3,1.0,5.0,0,1335,1392,6,5,1,5,1392,1070,0,2462,4,1,4,9,5.0,1,4,5.0,2006.0,2.0,2,576,3,3,2,0,0,0,0,0,3,2006,4.0,0,320000,57,228,3,1,1,0,539
160,20,3,68.0,11120,1,0,2,3,1,4,2,Veenker,6,6,2,0.0,3,3,4,3,0.0,3.0,0,572,1232,6,3,1,5,1232,0,0,1232,3,1,3,6,5.0,0,0,5.0,1984.0,1.0,2,516,3,3,2,0,0,0,0,0,6,2008,5.0,5,162500,660,2640,2,0,24,24,0
161,60,3,110.0,13688,1,0,2,3,1,2,2,NridgHt,9,5,2,664.0,4,3,5,3,2.0,5.0,0,556,1572,6,5,1,5,1572,1096,0,2668,3,1,5,10,5.0,2,4,3.0,2003.0,3.0,3,726,3,3,2,0,0,0,0,0,3,2008,5.0,5,412500,1016,5080,3,1,5,4,400
162,20,3,95.0,12182,1,0,3,3,1,3,2,NridgHt,7,5,2,226.0,4,3,4,3,1.0,3.0,0,340,1541,6,5,1,5,1541,0,0,1541,3,1,4,7,5.0,1,4,5.0,2005.0,2.0,2,532,3,3,2,0,0,0,0,0,5,2010,4.0,0,220000,1201,4804,2,0,5,5,70
163,45,3,55.0,5500,1,0,3,3,1,2,2,OldTown,4,6,2,0.0,3,3,3,3,0.0,0.0,0,882,882,6,5,1,5,882,0,0,882,1,1,3,4,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,3,0,0,4,2007,5.0,5,103200,0,0,1,0,51,51,0
164,40,2,40.0,5400,1,2,3,3,1,3,2,OldTown,6,7,2,0.0,3,4,3,3,1.0,1.0,0,779,1149,6,4,1,4,1149,467,0,1616,3,1,4,5,5.0,0,0,4.0,1926.0,1.0,1,216,3,3,2,0,0,0,0,0,10,2007,5.0,5,152000,370,1110,2,0,81,3,183
